state,year,district,block,block_no,gram_panchayat,gp_no,ward_no,seat_no,seat_id_raw,seat_from_image,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,vacant,reservation_raw,script,source_path,source_page,source_pdf
Jharkhand,2015,Garhwa,,,सुण्डी,,,,I x<+ok@01@01&lq.Mh,,gp_head,mukhiya,Woman,NONE,1,जनकराज देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,पाचाडुमर,,,,I x<+ok@02@04 & ikpkMqej,,gp_head,mukhiya,SC Woman,SC,1,अलका देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,मुकुन्दपुर,,,,I x<+ok@02@05 & eqdqUniqj,,gp_head,mukhiya,Woman,NONE,1,संगीता देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,परसोडीह,,,,I x<+ok@02@06 & ijlksMhg,,gp_head,mukhiya,SC Other than Woman,SC,0,अनिल कुमार पासवान,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,लोहरगाड़ा,,,,I x<+ok@02@07 & yksgjxkM+k,,gp_head,mukhiya,Other than Woman,NONE,0,विनोद कुमार सिंह,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,बनसानी,,,,I x<+ok@03@01 & culkuh,,gp_head,mukhiya,SC Woman,SC,1,मंजू देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,मकरी,,,,I x<+ok@03@02 & edjh,,gp_head,mukhiya,BC Other than Woman,BC,0,अबदुलाह अंसारी,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,चपरी,,,,I x<+ok@03@03 & pijh,,gp_head,mukhiya,Other than Woman,NONE,0,चन्द्रकेतु चौबे,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,पण्डरिया,,,,I x<+ok@03@04 & i.Mfj;k,,gp_head,mukhiya,ST Woman,ST,1,ललती देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,सिन्दुरिया,,,,I x<+ok@03@05 & flUnqfj;k,,gp_head,mukhiya,Other than Woman,NONE,0,राजेश प्र0 गुप्ता,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,भवनाथपुर,,,,I x<+ok@03@06 & HkoukFkiqj,,gp_head,mukhiya,SC Other than Woman,SC,0,मधुलता कुमारी,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,अरसली दक्षिणी,,,,I x<+ok@03@07 & vjlyh nf{k.kh,,gp_head,mukhiya,Other than Woman,NONE,0,गोपाल प्र0 यादव,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,अरसली उतरी,,,,I x<+ok@03@08 & vjlyh mrjh,,gp_head,mukhiya,Woman,NONE,1,प्रेमशीला देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,कैलान,,,,I x<+ok@03@09 & dSyku,,gp_head,mukhiya,ST Other than Woman,ST,0,राजकिशोर कु0 सिंह,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,1,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,हरिहरपुर,,,,I x<+ok@03@10 & gfjgjiqj,,gp_head,mukhiya,Woman,NONE,1,रंजु देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,डुमरसोता,,,,I x<+ok@03@11 & Mqejlksrk,,gp_head,mukhiya,Woman,NONE,1,रामकली देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,मझिगांवा,,,,I x<+ok@03@12 & ef>xkaok,,gp_head,mukhiya,SC Woman,SC,1,रम्भा देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,काण्डी,,,,I x<+ok@04@01 & dk.Mh,,gp_head,mukhiya,Other than Woman,NONE,0,बिनोद प्रसाद,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,पतरिया,,,,I x<+ok@04@02 & irfj;k,,gp_head,mukhiya,SC Woman,SC,1,रिंकी देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,गाड़खुर्द,,,,I x<+ok@04@04 & xkM+[kqnZ,,gp_head,mukhiya,Woman,NONE,1,अरती कुमारी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,खरौंधा,,,,I x<+ok@04@05 & [kjkSa/kk,,gp_head,mukhiya,Woman,NONE,1,आशा देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,पतिला,,,,I x<+ok@04@06 & ifryk,,gp_head,mukhiya,Woman,NONE,1,पुजा सिंह,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,सरकोनी,,,,I x<+ok@04@07 & ljdksuh,,gp_head,mukhiya,Woman,NONE,1,मीना देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,घटहुआ¡कला,,,,I x<+ok@04@08 & ?kVgqvk¡dyk,,gp_head,mukhiya,Woman,NONE,1,शहीना बीबी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,चटनिया¡,,,,I x<+ok@04@09 & pVfu;k¡,,gp_head,mukhiya,BC Other than Woman,BC,0,रामजी यादव,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,लमारी कला,,,,I x<+ok@04@10 & yekjh dyk,,gp_head,mukhiya,Woman,NONE,1,गीता देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,खुटहेरिया,,,,I x<+ok@04@11 & [kqVgsfj;k,,gp_head,mukhiya,SC Woman,SC,1,अनीता देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,शिवपुर,,,,I x<+ok@04@12 & f'koiqj,,gp_head,mukhiya,SC Other than Woman,SC,0,योगेन्द्र राम,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,राणाडीह,,,,I x<+ok@04@13 & jk.kkMhg,,gp_head,mukhiya,SC Other than Woman,SC,0,कृषणा दास,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,बरडीहा,,,,I x<+ok 05@01 & cjMhgk,,gp_head,mukhiya,Woman,NONE,1,दुर्गा देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,सलगा,,,,I x<+ok @05@02 & lyxk,,gp_head,mukhiya,Woman,NONE,1,गुडिया देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,ओबरा,,,,I x<+ok @05@03 & vkscjk,,gp_head,mukhiya,SC Woman,SC,1,फुलमती देवी,0,vuqlwph tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,सुखनदी,,,,I x<+ok @05@04 & lq[kunh,,gp_head,mukhiya,SC Other than Woman,SC,0,दिलिप रजवार,0,vuqlwph tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,जतरो बंजारी,,,,I x<+ok @05@05 & trjks catkjh,,gp_head,mukhiya,Other than Woman,NONE,0,संजय यादव,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,आदर,,,,I x<+ok @05@06 & vknj,,gp_head,mukhiya,BC Other than Woman,BC,0,सरिता देवी,0,vU; foNMk oxZ | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,2,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,टड़हे,,,,I x<+ok@6@02 & VM+gs,,gp_head,mukhiya,Other than Woman,NONE,0,दिनेश कुमार सिंह,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,खरसोता,,,,I x<+ok@6@07 & [kjlksrk,,gp_head,mukhiya,SC Other than Woman,SC,0,रामाशंकर पासवान,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,मोरबे,,,,I x<+ok@6@08 & eksjcs,,gp_head,mukhiya,BC Other than Woman,BC,0,आदित्य ठाकुर,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,करमडीह,,,,I x<+ok@6@09 & djeMhg,,gp_head,mukhiya,Other than Woman,NONE,0,साबिर अंसारी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,पतिहारी,,,,I x<+ok@07@01&ifrgkjh,,gp_head,mukhiya,Woman,NONE,1,रबेया फिरदौसी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,सराँग,,,,I x<+ok@07@02&ljkWx,,gp_head,mukhiya,Other than Woman,NONE,0,सविता देवी,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,अमहरखास,,,,I x<+ok@07@05&vegj[kkl,,gp_head,mukhiya,Woman,NONE,1,संजू देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,बहियार कला,,,,I x<+ok@8@1 & cfg;kj dyk,,gp_head,mukhiya,Other than Woman,NONE,0,जैनब निशा,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,बहियार खूर्द,,,,I x<+ok@8@2 & cfg;kj [kwnZ,,gp_head,mukhiya,SC Woman,SC,1,बसिया देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,टंडवा,,,,I x<+ok@8@3 & VaMok,,gp_head,mukhiya,Woman,NONE,1,सलमा बीबी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,रमना,,,,I x<+ok@8@4 & jeuk,,gp_head,mukhiya,SC Woman,SC,1,निर्मला देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,कर्णपुरा,,,,I x<+ok@8@5 & d.kZiqjk,,gp_head,mukhiya,Woman,NONE,1,कल्पना देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,मड़वनिया,,,,I x<+ok@8@6 & eM+ofu;k,,gp_head,mukhiya,Other than Woman,NONE,0,अखिलेश पाण्डेय,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,सिलीदाग,,,,I x<+ok@8@7 & flyhnkx,,gp_head,mukhiya,Woman,NONE,1,नीतुु सिंह,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,गम्हरिया,,,,I x<+ok@8@8 & xEgfj;k,,gp_head,mukhiya,SC Other than Woman,SC,0,शारदा देवी,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,बुल्का,,,,I x<+ok@8@9 & cqYdk,,gp_head,mukhiya,ST Other than Woman,ST,0,उर्मिला देवी,0,vuqlwfpr tu tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,भागोडीह,,,,I x<+ok@8@10 & HkkxksMhg,,gp_head,mukhiya,Other than Woman,NONE,0,उमेश कुमार सिंह,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,हरादाग कला,,,,I x<+ok@8@11 & gjknkx dyk,,gp_head,mukhiya,BC Other than Woman,BC,0,ललन चौधरी,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,कुम्बाखुर्द,,,,I x<+ok@9@1 & dqEck[kqnZ,,gp_head,mukhiya,SC Woman,SC,1,इन्द्रावती देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,बिलासपुर,,,,I x<+ok@9@2 & fcykliqj,,gp_head,mukhiya,Other than Woman,NONE,0,कृषणा कुमार गुप्ता,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,3,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,हलिवंताकला,,,,I x<+ok@9@3 & gfyoarkdyk,,gp_head,mukhiya,Other than Woman,NONE,0,पंकज प्रताप देव,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,पीपरडीह,,,,I x<+ok@9@4 & ihijMhg,,gp_head,mukhiya,SC Woman,SC,1,उषा देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,चितविश्राम,,,,I x<+ok@9@5 & fprfoJke,,gp_head,mukhiya,BC Other than Woman,BC,0,मुस्ताक अहमद शेख,0,fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,नरही,,,,I x<+ok@9@6 & ujgh,,gp_head,mukhiya,Woman,NONE,1,संगीता श्रीवास्तव,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,कुशडंड,,,,I x<+ok@9@7 & dq'kMaM,,gp_head,mukhiya,SC Other than Woman,SC,0,रविरंजन राम,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,हुलहुलाखुर्द,,,,I x<+ok@9@8 & gqygqyk[kqnZ,,gp_head,mukhiya,Other than Woman,NONE,0,हरिओम प्रकाश,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,गरबांध,,,,I x<+ok@9@9 & xjcka/k,,gp_head,mukhiya,ST Other than Woman,ST,0,सोहन उरांव,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,भोजपुर,,,,I x<+ok@9@10 & Hkkstiqj,,gp_head,mukhiya,ST Woman,ST,1,अनीता देवी,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,कधवन,,,,I x<+ok@9@11 & d/kou,,gp_head,mukhiya,Woman,NONE,1,सत्यावती देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,कोलझिकी,,,,I x<+ok@9@12 & dksyf>dh,,gp_head,mukhiya,Woman,NONE,1,सविता देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,घघरी,,,,I x<+ok@10@1 & ?k?kjh,,gp_head,mukhiya,SC Other than Woman,SC,0,विनोद राम,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,बीरबल,,,,I x<+ok@10@2 & chjcy,,gp_head,mukhiya,Woman,NONE,1,सहाबुनिशा बीबी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,सोनडीहा,,,,I x<+ok@10@3 & lksuMhgk,,gp_head,mukhiya,SC Woman,SC,1,सरिता देवी,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,सगमा,,,,I x<+ok@10@4 & lxek,,gp_head,mukhiya,Other than Woman,NONE,0,नारायण यादव,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
Jharkhand,2015,Garhwa,,,कटहर कलां,,,,I x<+ok@10@5 & dVgj dyka,,gp_head,mukhiya,Woman,NONE,1,कलावती देवी,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/1. GARHWA MUKHIYA PSS/GARHWA MUKHIYA.pdf,4,GARHWA MUKHIYA.pdf
