sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,gp_new_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,dist
6268,JHUNJHUNU,NAWALGARH,BIROL,General,GHASIRAM,NA,OBC,birol,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHbirol,5959,JHUNJHUNU,NAWALGARH,BIROL,GEN W,JIVNI JAT,FEMALE,OBC,birol,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHbirol,5831,JHUNJHUNU,NAW ALGARH,BIROL,GENW,JEEVANI DEVI,F,OBCW,birol,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHbirol,0,NA,0
6269,JHUNJHUNU,NAWALGARH,BUGALA,General,TULSIRAM,NA,OBC,bugala,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHbugala,5960,JHUNJHUNU,NAWALGARH,BUGALA,GEN W,KAMLA JAT,FEMALE,OBC,bugala,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHbugala,5832,JHUNJHUNU,NAW ALGARH,BUGALA,SC,MANGURAM,M,SC,bugala,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHbugala,0,NA,0
6270,JHUNJHUNU,NAWALGARH,CHELASI,General (Woman),NAVITA,NA,OBC (Woman),chelasi,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHchelasi,5961,JHUNJHUNU,NAWALGARH,CHAILASI,SC W,SONI,FEMALE,SC,chelasi,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHchelasi,5833,JHUNJHUNU,NAW ALGARH,CHELASI,GEN,DINESH KUMAR,M,OBC,chelasi,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHchelasi,0,NA,0
6271,JHUNJHUNU,NAWALGARH,CHIRANA,General (Woman),PRIYANKA KUMARI,NA,OBC (Woman),chirana,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHchirana,5962,JHUNJHUNU,NAWALGARH,CHIRANA,OBC,BHUDERMAL SAINI,MALE,OBC,chirana,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHchirana,5834,JHUNJHUNU,NAW ALGARH,CHIRANA,GEN,SATYANARAYAN,M,GEN,chirana,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHchirana,0,NA,0
6272,JHUNJHUNU,NAWALGARH,DEOGAON (NOONA),General,SAGARMAL,NA,OBC,deogaon (noona),JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdeogaon (noona),5963,JHUNJHUNU,NAWALGARH,DEVGAON NUAN,GEN,SAHIRAM JAT,MALE,OBC,deogaon (noona),JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHdeogaon (noona),5835,JHUNJHUNU,NAW ALGARH,DEOGAON (NOONA),OBCW,SUMITA DEVI,F,OBCW,deogaon (noona),JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdeogaon (noona),0,NA,0
6273,JHUNJHUNU,NAWALGARH,DHANIA NAWALGARH,General (Woman),PINKI,NA,OBC (Woman),dhania nawalgarh,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdhania nawalgarh,5964,JHUNJHUNU,NAWALGARH,DHANIYAN NAWALGARH,OBC,RAM NIWAS SAINI,MALE,OBC,dhania nawalgarh,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHdhania nawalgarh,5836,JHUNJHUNU,NAW ALGARH,DHANIA NAWALGARH,GEN,RAMNIW ASH,M,OBC,dhania nawalgarh,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdhania nawalgarh,0,NA,0
6274,JHUNJHUNU,NAWALGARH,DHIGAL,General (Woman),SHUSHIL A,NA,OBC (Woman),dhigal,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdhigal,5965,JHUNJHUNU,NAWALGARH,DHIGAL,SC,BHOMARAM MEGHWAL,MALE,SC,dhigal,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHdhigal,5837,JHUNJHUNU,NAW ALGARH,DHIGAL,ST,MUKESH KUMAR,M,ST,dhigal,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdhigal,0,NA,0
6275,JHUNJHUNU,NAWALGARH,DOOMRA,General (Woman),BULKESH DEVI,NA,OBC (Woman),doomra,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdoomra,5966,JHUNJHUNU,NAWALGARH,DUMRA,OBC,RAMGOPAL KHATI,MALE,OBC,doomra,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHdoomra,5838,JHUNJHUNU,NAW ALGARH,DOOMRA,GEN,BUDDHRAM,M,OBC,doomra,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdoomra,0,NA,0
6276,JHUNJHUNU,NAWALGARH,DUNDLOD,General,RADHESHYAM,NA,OBC,dundlod,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdundlod,5967,JHUNJHUNU,NAWALGARH,DUNDLOD,GEN,RADHESHYAM SAINI,MALE,OBC,dundlod,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHdundlod,5839,JHUNJHUNU,NAW ALGARH,DUNDLOD,GENW,RAMKARANI,F,OBCW,dundlod,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHdundlod,0,NA,0
6277,JHUNJHUNU,NAWALGARH,GHORIBARA KHURD,General (Woman),ANITA KANWAR,NA,General (Woman),ghoribara khurd,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHghoribara khurd,5968,JHUNJHUNU,NAWALGARH,GHODIWARA KHURD,GEN W,SAVITRI,FEMALE,SC,ghoribara khurd,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHghoribara khurd,5840,JHUNJHUNU,NAW ALGARH,GHORIBARA KHURD,OBC,RAGHUVIR SINGH,M,OBC,ghoribara khurd,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHghoribara khurd,0,NA,0
6278,JHUNJHUNU,NAWALGARH,GOTHRA,General,SHRAWAN SINGH,NA,General,gothra,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHgothra,5969,JHUNJHUNU,NAWALGARH,GOTHDA,OBC,PAWAN KUMAR SWAMI,MALE,OBC,gothda,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHgothda,5841,JHUNJHUNU,NAW ALGARH,GOTHRA,GENW,BHANWAR KANWAR,F,GENW,gothra,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHgothra,1,NA,0
6279,JHUNJHUNU,NAWALGARH,JAKHAL,General (Woman),NIRMLA KANWAR,NA,General (Woman),jakhal,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHjakhal,5970,JHUNJHUNU,NAWALGARH,JAKHAL,GEN,PRATHVIRAJ SINGH RAJPUT,MALE,GEN,jakhal,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHjakhal,5842,JHUNJHUNU,NAW ALGARH,JAKHAL,OBC,MANOJ KUMAR,M,OBC,jakhal,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHjakhal,0,NA,0
6280,JHUNJHUNU,NAWALGARH,JEJUSAR,General,DINESH KUMAR,NA,OBC,jejusar,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHjejusar,5971,JHUNJHUNU,NAWALGARH,JEJUSAR,GEN,SAHIRAM JAT,MALE,OBC,jejusar,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHjejusar,5843,JHUNJHUNU,NAW ALGARH,JEJUSAR,GENW,SHARWANI DEVI,F,OBCW,jejusar,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHjejusar,0,NA,0
6281,JHUNJHUNU,NAWALGARH,JHAJHAR,OBC (Woman),SUMAN SAINI,NA,OBC (Woman),jhajhar,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHjhajhar,5972,JHUNJHUNU,NAWALGARH,JHAJHAD,GEN,SHIVKARAN SAINI,MALE,OBC,jhajhar,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHjhajhar,5844,JHUNJHUNU,NAW ALGARH,JHAJHAR,GENW,RITESH KANWAR,F,GENW,jhajhar,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHjhajhar,0,NA,0
6282,JHUNJHUNU,NAWALGARH,KAIRU,OBC (Woman),MANJU DEVI,NA,OBC (Woman),kairu,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkairu,5973,JHUNJHUNU,NAWALGARH,KAIRU,GEN,OMPRAKASH JAT,MALE,OBC,kairu,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHkairu,5845,JHUNJHUNU,NAW ALGARH,KAIRU,OBC,OMPRAKASH,M,OBC,kairu,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkairu,0,NA,0
6283,JHUNJHUNU,NAWALGARH,KARI,General,DHARMVEER SINGH,NA,OBC,kari,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkari,5974,JHUNJHUNU,NAWALGARH,KARI,GEN,SHIVDAYAL PAREEK,MALE,GEN,kari,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHkari,5846,JHUNJHUNU,NAW ALGARH,KARI,OBCW,SURAJI DEVI,F,OBCW,kari,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkari,0,NA,0
6284,JHUNJHUNU,NAWALGARH,KASERU,General (Woman),ANIT A,NA,OBC (Woman),kaseru,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkaseru,5975,JHUNJHUNU,NAWALGARH,KASERU,GEN,GANPAT RAM,MALE,OBC,kaseru,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHkaseru,5847,JHUNJHUNU,NAW ALGARH,KASERU,OBC,RAVINDRA,M,OBC,kaseru,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkaseru,0,NA,0
6285,JHUNJHUNU,NAWALGARH,KHIROR,General (Woman),SNEH KANWAR,NA,General (Woman),khiror,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkhiror,5976,JHUNJHUNU,NAWALGARH,KHIROD,GEN W,KAMLA DEVI,FEMALE,OBC,khiror,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHkhiror,5848,JHUNJHUNU,NAW ALGARH,KHIROR,SC,OMPRAKASH,M,SC,khiror,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkhiror,0,NA,0
6286,JHUNJHUNU,NAWALGARH,KOLSIY A,General (Woman),BIMLA DEVI,NA,OBC (Woman),kolsiy a,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkolsiy a,5977,JHUNJHUNU,NAWALGARH,KOLSIYA,GEN W,SAROJ DEVI JAT,FEMALE,OBC,kolsiya,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHkolsiya,5849,JHUNJHUNU,NAW ALGARH,KOLSIYA,SCW,SUNDARI DEVI,F,SCW,kolsiya,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkolsiya,0,NA,1
6287,JHUNJHUNU,NAWALGARH,KUMAWAS,General,BAJRANG SINGH,NA,OBC,kumawas,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkumawas,5978,JHUNJHUNU,NAWALGARH,KUMAWAS,OBC W,TULSI DEVI,FEMALE,OBC,kumawas,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHkumawas,5850,JHUNJHUNU,NAW ALGARH,KUMAWAS,GENW,SHIVRAJ KANWAR,F,OBCW,kumawas,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHkumawas,0,NA,0
6288,JHUNJHUNU,NAWALGARH,LOHARGAL,OBC,GHASILAL SWAMI,NA,OBC,lohargal,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHlohargal,5979,JHUNJHUNU,NAWALGARH,LOHARGAL,GEN,MANOHAR LAL SHARMA,MALE,GEN,lohargal,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHlohargal,5851,JHUNJHUNU,NAW ALGARH,LOHARGAL,SCW,MANNI DEVI,F,SCW,lohargal,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHlohargal,0,NA,0
6289,JHUNJHUNU,NAWALGARH,MANDASI,General (Woman),SUMAN,NA,OBC (Woman),mandasi,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHmandasi,5980,JHUNJHUNU,NAWALGARH,MANDASI,GEN W,ANITA JAT,FEMALE,OBC,mandasi,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHmandasi,5852,JHUNJHUNU,NAW ALGARH,MANDASI,GEN,DHEER SINGH,M,OBC,mandasi,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHmandasi,0,NA,0
6290,JHUNJHUNU,NAWALGARH,MOHANBARI,OBC (Woman),HARSH KANWAR,NA,OBC (Woman),mohanbari,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHmohanbari,5981,JHUNJHUNU,NAWALGARH,MOHANWADI,GEN,MANSUKH RAM,MALE,OBC,mohanbari,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHmohanbari,5853,JHUNJHUNU,NAW ALGARH,MOHANBARI,GEN,VIJENDRA SINGH,M,GEN,mohanbari,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHmohanbari,0,NA,0
6291,JHUNJHUNU,NAWALGARH,NAWALRI,General,JAGDISH PRASAD,NA,OBC,nawalri,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHnawalri,5982,JHUNJHUNU,NAWALGARH,NAWALDI,OBC,JAGDISH,MALE,OBC,nawalri,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHnawalri,5854,JHUNJHUNU,NAW ALGARH,NAWALRI,GENW,VIMALA,F,OBCW,nawalri,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHnawalri,0,NA,0
6292,JHUNJHUNU,NAWALGARH,NIW AI,SC,ROHITASH KUMAR,NA,SC,niw ai,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHniw ai,5983,JHUNJHUNU,NAWALGARH,NIWAI,OBC W,USHA JAT,FEMALE,OBC,niwai,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHniwai,5855,JHUNJHUNU,NAW ALGARH,NIWAI,GEN,GOKUL CHAND,M,OBC,niwai,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHniwai,0,NA,1
6293,JHUNJHUNU,NAWALGARH,P ABANA,OBC,CHUNNILAL,NA,OBC,p abana,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHp abana,5984,JHUNJHUNU,NAWALGARH,PABANA,GEN,RAKESH KUMAR JAT,MALE,OBC,pabana,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHpabana,5856,JHUNJHUNU,NAW ALGARH,P ABANA,GEN,HARI RAM,M,OBC,pabana,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHpabana,0,NA,1
6294,JHUNJHUNU,NAWALGARH,P ARASRAMPURA,SC,KISHANLAL,NA,SC,p arasrampura,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHp arasrampura,5985,JHUNJHUNU,NAWALGARH,PERSRAMPURA,GEN,BANWARI LAL KUMAWAT,MALE,OBC,parasrampura,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHparasrampura,5857,JHUNJHUNU,NAW ALGARH,P ARASRAMPURA,GENW,SANTOSH DEVI,F,OBCW,parasrampura,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHparasrampura,0,NA,1
6295,JHUNJHUNU,NAWALGARH,RANASAR,General,VIDHYADHAR,NA,OBC,ranasar,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHranasar,5986,JHUNJHUNU,NAWALGARH,RANASAR,GEN W,PRAVEEN DEVI,FEMALE,OBC,ranasar,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHranasar,5858,JHUNJHUNU,NAW ALGARH,RANASAR,GENW,SURESH DEVI,F,OBCW,ranasar,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHranasar,0,NA,0
6296,JHUNJHUNU,NAWALGARH,SOTW ARA,General,RAJENDRA SINGH,NA,OBC,sotw ara,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHsotw ara,5987,JHUNJHUNU,NAWALGARH,SOTWARA,GEN,GOURI SHANKAR JANGID,MALE,OBC,sotwara,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHsotwara,5859,JHUNJHUNU,NAW ALGARH,SOTW ARA,GENW,VINOD,F,OBCW,sotwara,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHsotwara,0,NA,1
6297,JHUNJHUNU,NAWALGARH,TODPURA,ST,PANKAJ KUMAR MEENA,NA,ST,todpura,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHtodpura,5988,JHUNJHUNU,NAWALGARH,TODPURA,ST,BANSHIDHAR MEENA,MALE,ST,todpura,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHtodpura,5860,JHUNJHUNU,NAW ALGARH,TODPURA,GEN,BHANWAR SINGH,M,OBC,todpura,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHtodpura,0,NA,0
6298,JHUNJHUNU,NAWALGARH,TOGRA KALAN,General,SANJEEV KUMAR,NA,OBC,togra kalan,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHtogra kalan,5989,JHUNJHUNU,NAWALGARH,TOGDAKALAN,GEN,UPENDRA,MALE,OBC,togra kalan,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHtogra kalan,5861,JHUNJHUNU,NAW ALGARH,TOGRA KALAN,SC,SURESH KUMAR,M,SC,togra kalan,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHtogra kalan,0,NA,0
6299,JHUNJHUNU,NAWALGARH,TONK CHHILARI,SC (Woman),ANJU KUMARI,NA,SC (Woman),tonk chhilari,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHtonk chhilari,5990,JHUNJHUNU,NAWALGARH,TONK CHHILRI,GEN W,SUGNI DEVI SAINI,FEMALE,OBC,tonk chhilari,JHUNJHUNU,NAWALGARH,NA,JHUNJHUNUNAWALGARHtonk chhilari,5862,JHUNJHUNU,NAW ALGARH,TONK CHHILARI,GENW,DURGA DEVI,F,OBCW,tonk chhilari,JHUNJHUNU,NAWALGARH,JHUNJHUNUNAWALGARHtonk chhilari,0,NA,0
8789,SIKAR,NEEMKA THANA,AAGWADI,ST,RAJENDRA,NA,ST,aagwadi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAaagwadi,8170,SIKAR,NEEM KA THANA,AGWARI,GEN W,KOSHALYA,FEMALE,OBC,aagwadi,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAaagwadi,8190,SIKAR,NEEM KA THANA,AAGWADI,GEN,BABULAL,M,OBC,aagwadi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAaagwadi,2,NA,0
8790,SIKAR,NEEMKA THANA,BANSDI KHURD,General (Woman),MAMTA DEVI,NA,OBC (Woman),bansdi khurd,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAbansdi khurd,8172,SIKAR,NEEM KA THANA,BASRI KHURD,SC,POORAN MAL,MALE,SC,bansdi khurd,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAbansdi khurd,8192,SIKAR,NEEM KA THANA,BANSDI KHURD,GEN,BANSHI DHAR,M,OBC,bansdi khurd,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAbansdi khurd,2,NA,0
8791,SIKAR,NEEMKA THANA,BHAGEDA,General,MADHUSUDAN SINGH,NA,General,bhageda,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAbhageda,8174,SIKAR,NEEM KA THANA,BHAGEGA,GEN,SRAWANI DEVI JAT,FEMALE,OBC,bhageda,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAbhageda,8194,SIKAR,NEEM KA THANA,BHAGEDA,OBCW,NANCHI,F,OBCW,bhageda,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAbhageda,2,NA,0
8792,SIKAR,NEEMKA THANA,BHUDOLI,SC,PRAMOD KUMAR,NA,SC,bhudoli,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAbhudoli,8175,SIKAR,NEEM KA THANA,BHUDOLI,GEN W,MANJU DEVI,FEMALE,GEN,bhudoli,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAbhudoli,8195,SIKAR,NEEM KA THANA,BHUDOLI,OBCW,DARKALI DEVI,F,OBCW,bhudoli,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAbhudoli,2,NA,0
8793,SIKAR,NEEMKA THANA,CHALA,General,BIRBAL,NA,OBC,chala,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAchala,8179,SIKAR,NEEM KA THANA,CHALA,GEN W,RADHA DEVI,FEMALE,OBC,chala,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAchala,8198,SIKAR,NEEM KA THANA,CHALA,GENW,SARW ANI,F,OBCW,chala,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAchala,2,NA,0
8794,SIKAR,NEEMKA THANA,CHARANWAS/ PURANAWAS,General (Woman),SUMAN DEVI,NA,OBC (Woman),charanwas/ puranawas,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAcharanwas/ puranawas,8180,SIKAR,NEEM KA THANA,CHARANWAS/PURANABAS,ST,GULABI DEVI,FEMALE,ST,charanwas/ puranawas,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAcharanwas/ puranawas,8199,SIKAR,NEEM KA THANA,CHARANWAS/ PURANAWAS,OBC,RANVEER,M,OBC,charanwas/ puranawas,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAcharanwas/ puranawas,2,NA,0
8795,SIKAR,NEEMKA THANA,CHEEPLATA,General,BIRBAL RAM,NA,OBC,cheeplata,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAcheeplata,8181,SIKAR,NEEM KA THANA,CHIPLATA,OBC,BHAGWAN SAHAI,MALE,OBC,cheeplata,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAcheeplata,8200,SIKAR,NEEM KA THANA,CHEEPLATA,SCW,MEENA DEVI,F,SCW,cheeplata,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAcheeplata,2,NA,0
8796,SIKAR,NEEMKA THANA,DEEPWAS,ST (Woman),SUNITA DEVI,NA,ST (Woman),deepwas,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAdeepwas,8186,SIKAR,NEEM KA THANA,DEEPAWAS,GEN,CHHITAR MAL,MALE,OBC,deepwas,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAdeepwas,8206,SIKAR,NEEM KA THANA,DEEPW AS,GENW,KAMLI DEVI,F,OBCW,deepwas,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAdeepwas,2,NA,0
8797,SIKAR,NEEMKA THANA,DEHRA JOHADWALI,General (Woman),SAJNA SAINI,NA,OBC (Woman),dehra johadwali,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAdehra johadwali,8187,SIKAR,NEEM KA THANA,DEHRA JORI,GEN,CHHOTU RAM SAINI,MALE,OBC,dehra johadwali,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAdehra johadwali,8207,SIKAR,NEEM KA THANA,DEHRA JOHADWALI,GENW,PATASHI,F,OBCW,dehra johadwali,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAdehra johadwali,2,NA,0
8798,SIKAR,NEEMKA THANA,GANESHWER,General (Woman),KAVITA,NA,General (Woman),ganeshwer,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAganeshwer,8190,SIKAR,NEEM KA THANA,GANESHWAR,GEN,GHASI LAL,MALE,GEN,ganeshwer,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAganeshwer,8210,SIKAR,NEEM KA THANA,GANESHWER,OBCW,SAROJ DEVI,F,OBCW,ganeshwer,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAganeshwer,2,NA,0
8799,SIKAR,NEEMKA THANA,GAWANDI,OBC,SHARWAN KUMAR SAINI,NA,OBC,gawandi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAgawandi,8170,SIKAR,NEEM KA THANA,AGWARI,GEN W,KOSHALYA,FEMALE,OBC,aagwadi,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAaagwadi,8190,SIKAR,NEEM KA THANA,AAGWADI,GEN,BABULAL,M,OBC,aagwadi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAaagwadi,2,NA,3
8800,SIKAR,NEEMKA THANA,GODAWAS,OBC (Woman),SUMILA YADAV,NA,OBC (Woman),godawas,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAgodawas,8193,SIKAR,NEEM KA THANA,GODAWAS,GEN,HARPHOOL SINGH,MALE,OBC,godawas,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAgodawas,8213,SIKAR,NEEM KA THANA,GODAWAS,GENW,BHAWARI DEVI,F,OBCW,godawas,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAgodawas,2,NA,0
8801,SIKAR,NEEMKA THANA,GOVINDPURA,SC (Woman),DHANNI DEVI,NA,SC (Woman),govindpura,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAgovindpura,8194,SIKAR,NEEM KA THANA,GOVINDPURA,GEN W,RAMESH KANWAR,FEMALE,GEN,govindpura,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAgovindpura,8214,SIKAR,NEEM KA THANA,GOVINDPURA,GEN,JHABAR MAL,M,OBC,govindpura,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAgovindpura,2,NA,0
8802,SIKAR,NEEMKA THANA,GUHALA,General (Woman),KANTA,NA,General (Woman),guhala,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAguhala,8195,SIKAR,NEEM KA THANA,GUHALA,OBC W,SAHIDA,FEMALE,OBC,guhala,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAguhala,8215,SIKAR,NEEM KA THANA,GUHALA,GEN,SUWA LAL SAINI,M,OBC,guhala,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAguhala,2,NA,0
